기준월,토픽ID,토픽명,제목,날짜,URL
2021-11,토픽7,상생협력·중소기업 지원,"[아시아초대석]김호빈 중부발전 사장 ""中企와 동반성장 현장에서 답 찾죠""",2021-11-08,https://www.asiae.co.kr/article/2021110508440509691
2021-11,토픽7,상생협력·중소기업 지원,"우아한형제들, '동반성장 공로' 대통령 표창",2021-11-04,https://www.asiae.co.kr/article/2021110409260198576
2021-11,토픽7,상생협력·중소기업 지원,[인사]소상공인시장진흥공단,2021-11-03,https://www.asiae.co.kr/article/2021110318205911699
2021-11,토픽7,상생협력·중소기업 지원,"KOTRA, 내달 1일부터 '2021 대한민국 온라인 수출산업대전' 개최",2021-11-23,https://www.asiae.co.kr/article/2021112309110995880
2021-12,토픽0,정치권 재난·위기 재정대응,"이재명 ""코로나 손실보상 100조 주장에 동의, 지금 당장 재원 방안 구상하자""",2021-12-09,https://www.asiae.co.kr/article/2021120916031989229
2021-12,토픽0,정치권 재난·위기 재정대응,"“법 바꿔서라도 尹 링 위에 올려라” 李, 尹에 양자토론 압박",2021-12-23,https://www.asiae.co.kr/article/2021122311235234766
2021-12,토픽0,정치권 재난·위기 재정대응,[단독]이재명 윤석열 맞짱토론 또 무산,2021-12-20,https://www.asiae.co.kr/article/2021122011144479828
2021-12,토픽0,정치권 재난·위기 재정대응,"김종인, 尹에 ""50조 손실보상 과연 충분할까"" '100조 투입' 강조",2021-12-08,https://www.asiae.co.kr/article/2021120821273419301
2021-12,토픽0,정치권 재난·위기 재정대응,"송영길 '100조 손실 보상' 김종인에 ""4자 회동해서 방안 찾자""",2021-12-08,https://www.asiae.co.kr/article/2021120820092762444
2021-12,토픽1,은행·금융권 소상공인 지원,최대 실적 금융지주 역대급 배당 3조7천억 예고,2021-12-23,https://www.asiae.co.kr/article/2021122311084140961
2021-12,토픽1,은행·금융권 소상공인 지원,신보 등 금융공공기관에 진 빚도 감면 쉬워진다,2021-12-29,https://www.asiae.co.kr/article/2021122910023218309
2021-12,토픽1,은행·금융권 소상공인 지원,빚으로 버티다 대출 빗장에 무너진 1년 내년에도 돈 가뭄(종합),2021-12-29,https://www.asiae.co.kr/article/2021122914230265616
2021-12,토픽1,은행·금융권 소상공인 지원,총량 증가세 주춤하지만 전세 자영업 대출 여전히 '빨간불',2021-12-02,https://www.asiae.co.kr/article/2021120209475251665
2021-12,토픽1,은행·금융권 소상공인 지원,"기업은행, 내년 中企에 53조 소상공인에 15조 대출 지원",2021-12-27,https://www.asiae.co.kr/article/2021122706421952206
2021-12,토픽2,코로나 방역·지자체 행정,"김 총리 ""강력한 사회적 거리두기 강화조치 시행 영업시간 제한""(상보)",2021-12-15,https://www.asiae.co.kr/article/2021121508395601839
2021-12,토픽2,코로나 방역·지자체 행정,"전북도, 정부 비상조치에 따라 거리두기 강화",2021-12-16,https://www.asiae.co.kr/article/2021121616080713671
2021-12,토픽2,코로나 방역·지자체 행정,"광주시의회 ""시민과 소통하며 시정견제 감시역할 충실할 것""",2021-12-27,https://www.asiae.co.kr/article/2021122715412913609
2021-12,토픽2,코로나 방역·지자체 행정,'4인 9시' 거리두기 2주 연장하기로 31일 발표,2021-12-30,https://www.asiae.co.kr/article/2021123019552866823
2021-12,토픽2,코로나 방역·지자체 행정,"광주 남구 “포스트 코로나, 대전환 시대 열겠다”",2021-12-30,https://www.asiae.co.kr/article/2021123010090051296
2021-12,토픽3,최저임금·노사 협상,"'중고차 판매업', 생계형적합업종 심의위 회부 다음달 심의 본격화",2021-12-30,https://www.asiae.co.kr/article/2021123015361929916
2021-12,토픽3,최저임금·노사 협상,"오세희 소공연 회장 취임식 “소상공인 손실보상, 온플법 제정 등 주력”",2021-12-15,https://www.asiae.co.kr/article/2021121514073293153
2021-12,토픽3,최저임금·노사 협상,'제야의 종' 행사 2년째 취소 해돋이 장소 폐쇄,2021-12-31,https://www.asiae.co.kr/article/2021123116272080764
2021-12,토픽3,최저임금·노사 협상,"""제발 백신 좀 맞으세요"" vs ""부작용 책임지냐"" '역대 최다' 확진자 백신 접종 갈등도",2021-12-16,https://www.asiae.co.kr/article/2021121601090630654
2021-12,토픽3,최저임금·노사 협상,"자영업자들, 광화문서 생존권 결의대회 ""우리도 국민, 목소리 들어달라""(종합)",2021-12-22,https://www.asiae.co.kr/article/2021122219513359579
2021-12,토픽4,지역화폐·소비쿠폰,"관악구, 제3호 골목형상점가 관악중부시장 지정",2021-12-31,https://www.asiae.co.kr/article/2021123107530760314
2021-12,토픽4,지역화폐·소비쿠폰,"순천사랑상품권, 연말연시 10% 특별할인판매 실시",2021-12-15,https://www.asiae.co.kr/article/2021121517493497375
2021-12,토픽4,지역화폐·소비쿠폰,"양천구, 세 차례 조기 완판된 양천사랑상품권 100억 규모 추가 발행",2021-12-09,https://www.asiae.co.kr/article/2021120907423775523
2021-12,토픽4,지역화폐·소비쿠폰,'성북사랑상품권'과 'e서울사랑상품권' 발행,2021-12-11,https://www.asiae.co.kr/article/2021121120302945534
2021-12,토픽4,지역화폐·소비쿠폰,중랑구 5개 전통시장 문전성시 특판...연말 장보기 할인받자!,2021-12-02,https://www.asiae.co.kr/article/2021120206374476008
2021-12,토픽5,물가·민생 거시대책,"기재차관 ""내년 물가안정 최우선 다음주 설 민생대책 발표""",2021-12-31,https://www.asiae.co.kr/article/2021123109130254291
2021-12,토픽5,물가·민생 거시대책,"홍남기 ""고용 개선흐름 더욱 뚜렷해져 질적 개선 노력""",2021-12-15,https://www.asiae.co.kr/article/2021121508542787165
2021-12,토픽5,물가·민생 거시대책,"[2022경제정책]내년 대내리스크, 국민 ""자산시장 불안"" 전문가 ""新양극화""",2021-12-20,https://www.asiae.co.kr/article/2021122009595883579
2021-12,토픽5,물가·민생 거시대책,"기재차관 ""美 FOMC 결과 영향 제한적 금리상승 등 리스크, 취약계층 지원""(상보)",2021-12-16,https://www.asiae.co.kr/article/2021121608524670437
2021-12,토픽5,물가·민생 거시대책,[경제전망]고공행진 소비자물가 얼마나 올랐나 산업동향 BSI도 발표,2021-12-26,https://www.asiae.co.kr/article/2021122517063420225
2021-12,토픽6,온라인 플랫폼·디지털 지원,"서울시, 대형 유통매장 내에 일회용 포장재 없는 '제로마켓' 개장",2021-12-20,https://www.asiae.co.kr/article/2021122007255996633
2021-12,토픽6,온라인 플랫폼·디지털 지원,"비씨카드, 결제 플랫폼 '페이-Z' 출시 ""SNS마켓에서 카드결제 하세요""",2021-12-16,https://www.asiae.co.kr/article/2021121608184191762
2021-12,토픽6,온라인 플랫폼·디지털 지원,"서울시, 겨울명소 '크리스마스마켓' 23일 개장",2021-12-22,https://www.asiae.co.kr/article/2021122119113328096
2021-12,토픽6,온라인 플랫폼·디지털 지원,"서울시, 온라인에서 만나는 전통시장 라이브 커머스 유튜브 생중계",2021-12-28,https://www.asiae.co.kr/article/2021122722134210412
2021-12,토픽6,온라인 플랫폼·디지털 지원,"11번가, 크리스마스 라이브 마켓 “중소상공인 응원”",2021-12-17,https://www.asiae.co.kr/article/2021121708223454734
2021-12,토픽7,상생협력·중소기업 지원,"소진공, 부패방지경영 인증 받아 공공기관 청렴도 등급도 ↑",2021-12-13,https://www.asiae.co.kr/article/2021121308172713891
2021-12,토픽7,상생협력·중소기업 지원,소공인 제조공정에 사물인터넷과 AI 구축 지원,2021-12-30,https://www.asiae.co.kr/article/2021123010572730009
2021-12,토픽7,상생협력·중소기업 지원,"신라대 박재용 교수, 중소기업기술정보진흥원장 표창 받아",2021-12-15,https://www.asiae.co.kr/article/2021121516102744038
2021-12,토픽7,상생협력·중소기업 지원,코로나 속 수출길 열어라 역대 최대규모 ‘온라인 수출산업대전’ 개막,2021-12-01,https://www.asiae.co.kr/article/2021120110240942901
2021-12,토픽7,상생협력·중소기업 지원,[인사]소상공인시장진흥공단,2021-12-06,https://www.asiae.co.kr/article/2021120614554416063
2022-01,토픽0,정치권 재난·위기 재정대응,"김동연, 이재명 윤석열에 만남 제안 ""제대로 된 의제 만들자""",2022-01-21,https://www.asiae.co.kr/article/2022012111342225566
2022-01,토픽0,정치권 재난·위기 재정대응,추경 증액 시동거는 이재명 '35조 증액' 대선후보 긴급회동 제안(종합),2022-01-21,https://www.asiae.co.kr/article/2022012115241502867
2022-01,토픽0,정치권 재난·위기 재정대응,"이재명, 野 35조원 추경 찬성 대선후보 긴급회동 제안(상보)",2022-01-21,https://www.asiae.co.kr/article/2022012112120422547
2022-01,토픽0,정치권 재난·위기 재정대응,소득지원공약 李 19兆 尹16兆 전국민 50만원씩 주고도 남는다,2022-01-27,https://www.asiae.co.kr/article/2022012710525622433
2022-01,토픽0,정치권 재난·위기 재정대응,대선 앞두고 표심 잡을 법안 줄줄이 통과 앞둬 오늘 본회의,2022-01-11,https://www.asiae.co.kr/article/2022011111243115587
2022-01,토픽1,은행·금융권 소상공인 지원,"성남시, 올해 소상공인 특례보증 171억 지원",2022-01-05,https://www.asiae.co.kr/article/2022010506495775745
2022-01,토픽1,은행·금융권 소상공인 지원,"4대 금융지주, 작년 '역대 최대' 14.5兆 벌었다",2022-01-26,https://www.asiae.co.kr/article/2022012609034891091
2022-01,토픽1,은행·금융권 소상공인 지원,"중소기업 87% ""대출 만기연장 이자상환 유예 필요""",2022-01-26,https://www.asiae.co.kr/article/2022012609191007393
2022-01,토픽1,은행·금융권 소상공인 지원,"DGB대구은행, 신용보증재단 연계 비대면 특례보증대출 시행",2022-01-24,https://www.asiae.co.kr/article/2022012415415402823
2022-01,토픽1,은행·금융권 소상공인 지원,"IBK기업은행, 자영업자에 비대면으로 대출 만기연장 금리인하",2022-01-04,https://www.asiae.co.kr/article/2022010410055035339
2022-01,토픽2,코로나 방역·지자체 행정,"당국 ""유행 통제엔 거리두기보다 방역패스가 효과 이주 거리두기 조정 검토""(상보)",2022-01-10,https://www.asiae.co.kr/article/2022011013252883314
2022-01,토픽2,코로나 방역·지자체 행정,오미크론 대응체계 전환 광주북구 코로나19 총력 대응,2022-01-25,https://www.asiae.co.kr/article/2022012514542192693
2022-01,토픽2,코로나 방역·지자체 행정,"신동헌 시장, ""광주시 미래 가치 높여 결실의 해 될 것""",2022-01-12,https://www.asiae.co.kr/article/2022011221160116426
2022-01,토픽2,코로나 방역·지자체 행정,[2022 신년사] 김삼호 광주 광산구청장 “일상회복 포스트 코로나 대비할 것”,2022-01-01,https://www.asiae.co.kr/article/2021122915282772549
2022-01,토픽2,코로나 방역·지자체 행정,사적모임 4인→6인으로 '영업시간 9시 유지' 3주 적용 가닥,2022-01-13,https://www.asiae.co.kr/article/2022011321385621536
2022-01,토픽3,최저임금·노사 협상,"CJ대한통운대리점연합 ""택배노조, 명분없는 총파업 철회하라""",2022-01-19,https://www.asiae.co.kr/article/2022011910391029576
2022-01,토픽3,최저임금·노사 협상,"소상공인들 ""택배노조 파업 명분 없어 즉각 업무 복귀해야""",2022-01-05,https://www.asiae.co.kr/article/2022010513504089146
2022-01,토픽3,최저임금·노사 협상,"[르포]""한숨밖에 안 나옵니다"" 썰렁한 연초에 먹자골목 상인들도 '한숨'",2022-01-04,https://www.asiae.co.kr/article/2022010315365749442
2022-01,토픽3,최저임금·노사 협상,"오세훈, 소공지하도상가 방문 소상공인 경영난 청취",2022-01-11,https://www.asiae.co.kr/article/2022011021064397815
2022-01,토픽3,최저임금·노사 협상,"용산구, 적극행정 전담 위원회 설치...성동구, 행복 경영 선포",2022-01-28,https://www.asiae.co.kr/article/2022012806584348383
2022-01,토픽4,지역화폐·소비쿠폰,"안동시, “새해 전통시장 살리고 소상공인 경영안정토록”",2022-01-03,https://www.asiae.co.kr/article/2022010310342387618
2022-01,토픽4,지역화폐·소비쿠폰,"임실사랑상품권, 구매 한도 상향 지역경제 활성화 기대",2022-01-18,https://www.asiae.co.kr/article/2022011814401544233
2022-01,토픽4,지역화폐·소비쿠폰,"광주시, 청년 신규채용하는 소상공인에 인건비 50% 지원",2022-01-06,https://www.asiae.co.kr/article/2022010618203220622
2022-01,토픽4,지역화폐·소비쿠폰,설 맞이 관악사랑상품권 220억 ...영등포사랑상품권 200억 발행,2022-01-25,https://www.asiae.co.kr/article/2022012508381762009
2022-01,토픽4,지역화폐·소비쿠폰,설맞이 중랑사랑상품권  광진사랑상품권 각 150억 노원사랑상품권 180억 발행,2022-01-21,https://www.asiae.co.kr/article/2022012121505357535
2022-01,토픽5,물가·민생 거시대책,"홍남기 ""설 성수품 가격 부처 간 일일점검 필요시 적기 조치""",2022-01-10,https://www.asiae.co.kr/article/2022011015321790297
2022-01,토픽5,물가·민생 거시대책,중소기업계 “기준금리 인상 우려 유동성 위기 이어질 수도”,2022-01-14,https://www.asiae.co.kr/article/2022011410402204440
2022-01,토픽5,물가·민생 거시대책,"홍남기 ""내달 초중순, 경제동향 종합점검 설 앞두고 물가관리 총력""",2022-01-24,https://www.asiae.co.kr/article/2022012416010822839
2022-01,토픽5,물가·민생 거시대책,코로나에도 중소기업 수출 1171억달러 역대 최대 신기록,2022-01-20,https://www.asiae.co.kr/article/2022012014450491934
2022-01,토픽5,물가·민생 거시대책,"이번주 증시는 긴축 가능성 설 연휴 앞두고 ""관망 심리가 짓누른다""",2022-01-23,https://www.asiae.co.kr/article/2022012311292102658
2022-01,토픽6,온라인 플랫폼·디지털 지원,"공영쇼핑, 내일부터 TV서 ‘라방’도 방영...""홈쇼핑 최초""",2022-01-23,https://www.asiae.co.kr/article/2022012117302598747
2022-01,토픽6,온라인 플랫폼·디지털 지원,"공영홈쇼핑, 라이브커머스 TV 송출",2022-01-21,https://www.asiae.co.kr/article/2022012110033066867
2022-01,토픽6,온라인 플랫폼·디지털 지원,"KT, 소상공인 맞춤형 플랫폼 매장 'KT 애드 샵' 론칭",2022-01-19,https://www.asiae.co.kr/article/2022011909225421932
2022-01,토픽6,온라인 플랫폼·디지털 지원,[부고]유재욱(대신증권 컴플라이언스부 팀장)씨 모친상,2022-01-19,https://www.asiae.co.kr/article/2022011915282196338
2022-01,토픽6,온라인 플랫폼·디지털 지원,스마트 생활결제플랫폼 '서울페이+' 출시 행정서비스 신청 생활정보 알림 결합,2022-01-20,https://www.asiae.co.kr/article/2022012006512967083
